id	ttext
409379986970120192	Эй а чего у меня не показывает(((( #ДмитрийПантюхов
409380404119224321	Тут невозможно найти глянцевую пленку на экран #apple #ipadmini. Это жесть просто. Пришлось купить ПОСЛЕДНЮЮ матовую... ;(
409381779376599041	Ты признан виновным в нарушении главного закона. :_( #FF #FOLLOW
409382100245049345	У нас было много времени. /:-( #TeamFollowback
409382142184259584	Почему меня в дрожь бросает когда я смотрю на твою фотографию?( #RU_FF
409387169917071361	RT @youmanola: Открытие гипермаркета Лента перенесли на 14ое((((едем в Метро. #Лента
409387210769989632	В моем случае только так( #интернет #4G #мегафон #сочи #нормального_интернета_нет @ г.Сочи,… http://t.co/qjUXs7g5h4
409389069039583232	Дирики давайте ну же!(((((( #mtvstars One Direction
409389155169206272	Не нужно было давать Даше такую вещь,как говорит #Cоседов((И объясните мне,почему она всю песню улыбалась?Там было что то веселое? #хфактор
409404198246416385	не вовремя телек вырубился...( все еще было впереди!!! #fifa14
409404866323570688	Жизнь теряет смысл....... Я не чувствую вкус ПИВА :(. #AutoFollowBack
409407389310271488	RT @holly_wo_od: я люблю белиберов #MTVStars Justin Bieber
409409960448360448	RT @kisenuqiliqa: Начитался описаний по #iPhone 3Gs, чего то у меня пропало желание его покупать ;(
409410600385531904	Завидую @nuzhaewa...Она на Noize MC ходила((( А я редиска, дома сидела..и пела его песни сидя за монитором...#ОбидаПечаль
409411621685952512	Ты бы лучше поводок на неё одел. =( #AutoFollowBack
409412520651538432	RT @holly_wo_od: это было быстро просто и понятно ахазахах #MTVStars Justin Bieber
409412773152845825	Как мне быть и больше не чувствовать грусть, может все это забыть и остальные забудут пусть=( #RU_FF
409412863615586304	RT @holly_wo_od: МЕНЯ ЭТО ОДНОЗНАЧНО ЗАГОНЯЕТ #MTVStars Justin Bieber
409412902157041664	RT @holly_wo_od: тили тили трали вали #MTVStars Justin Bieber
409413050312450048	RT @holly_wo_od: блоо чувак я ж тоже могу начать культурный разговор #MTVStars Justin Bieber
409413423890710528	@holly_wo_od только по праздникам #mtvstars Justin Bieber
409414247765250048	RT @Gay_is_good: @holly_wo_od вылезай запятая под столом грязно ахах можно узнать откуда ты вопрос #mtvstars Justin Bieber
409415895707308032	@i_volkovaaa Бляяяяя((((((((((((((( #ялох
409417196176441344	#ялох ((( теперь у меня нет кнопки блокировки
409418562466365440	Открытие гипермаркета Лента перенесли на 14ое((((едем в Метро. #Лента
409421670899015680	Результаты будут только 21 :( #mtvstars Justin Bieber
409423570641506304	Значат все эти родители думаю не правильно. :-( #FOLLOW
409424764365979649	#наконец то дома( жутко болит голова((( на работу рано аааа
409425648025751552	Ты же был на страже. :_( #INSTANTFOLLOWBACK #FF_RU
409426995907293184	http://t.co/M2ZdPBmATO - Мой полит. прогноз: этой зимой для свержения ""антинародного"" режима #Янукович а в Украину введут войска НАТО!!! :-(
409428911345664000	#InstantFollowBack Третий раз я говорю себе : ""Выключаю компьютер и спать"" - Выключаю. И СНОВА ВКЛЮЧАЮ :(( #ДавайЧитатьДругДруга
409429349700358144	Он отказывается оплачивать расходы. :-( #TeamFollowback
409433539231223808	Друзья мои, большевики отличаются своей грубостью. :_( #FF
409435312666861570	Как боль, которая каждый раз заслужена. :_( #TeamFollowback
409435315024064512	Пусть заведет друзей. :-( #TEAMFOLLOWBACK
409436300991680512	Эй, я слышала, что твоя пресс-конференция будет завтра. :~( #INSTANTFOLLOWBACK #FF_RU
409436857093869568	Сегодняшний день был насыщен всякими всячинами.. Была в #МФЮА не понравилась академия :( была в #мегаБелаяДача =&gt; http://t.co/DSzoO82kMg
409484794808905728	Прости, что потерял тебя сегодня. =( #follow
409484802161520640	Скажи ей, пусть не боится. /:-( #INSTANTFOLLOWBACK #FF_RU
409486164614053888	Он увидел, что пастор совсем не умеет ходить на лыжах. /:-( #ff
409488312055771136	кто вместо того, чтобы поехать на #sbsum сидит на работе, тот я :(
409488396034523136	Продаю сердце!Всё равно оно мне не нужно как и его хозяин!( #FOLLOW
409490062963798016	Открытие гипермаркета Лента перенесли на 14ое((((едем в Метро. #Лента
409496662663380992	Сходство просто поразительное, сэр. /:-( #FOLLOWBACK
409502507967074304	На самом деле мы более похожи, чем вам кажется. /:-( #RU_FF
409502508264878082	В любом случае, мой друг в отпуске. =( #follow
409503192452304896	#RT @SlashevaM: Открытие гипермаркета Лента перенесли на 14ое((((едем в Метро. #Лента
409503657907204096	Ппц. Все мои подруги счастливы, а я( Хех, может я и эгоистка, но я тоже человек и хочу счастья( #RU_FF
409504871306366976	Открытие гипермаркета Лента перенесли на 14ое((((едем в Метро. #Лента
409507958356074496	Если уж играть, то по-крупному. =( #FF #FOLLOW
409509151199735808	не могу смириться с тем,что у крутых музыкантов своя жизнь. И что они даже не знают о моем существовании( #garedleto
409511300473954305	#поздравления в прозе Есть много способов разбогатеть, но большинству они не по карману :( Тут один из доступных =&gt;
409513561740693506	Врач спросила, впервые ли ее осматривают. :~( #INSTANTFOLLOWBACK
409514447367987200	Итак, для меня оказалось проблемой найти диск. =( #ff
409546202825256960	Нет, мне нужно в дом приходского священника. :-( #INSTANTFOLLOWBACK
409546459730964481	RT @arky_killer: Сегодня концерт #BringMeTheHorizon в Хельсинки, а мы просто живем в России(
409547751588761600	Я забыла предложить твоим родителям. :-( #FF #FOLLOW
409549024849440769	Да, я была на первом месте до дисквалификации. :~( #TeamFollowBack
409550308550119424	RT @nikufemugyp: Ну зашибись, #iRiver T9 с сентября лежал в сумке, разрядился и отказывается заряжаться. Даже от более мощного БП :(.
409555620690685952	Я ТЕБЯ ЛЮБЛЮ!"" простые слова..,но они обладают волшебными свойствами,сближать людей..( #FF_RU
409555798449463296	RT @Trufanova20: И тут я почувствовала себя старой :( #Энергет #хочувлагерь http://t.co/6bdqINtaLk
409563071070609408	RT @holly_wo_od: беспалевная типа такая #MTVStars Justin Bieber
409564642176811009	Это были дни лихорадочного труда, но цель оправдывала усилия. /:-( #TeamFollowback
409566187761070080	поставили с дуру на пост..жесть. два часа ( #армия
409566564694761472	От них некрасивые полоски на лбу остаются. :-( #AutoFollowBack
409567769181421568	Мне любопытно, не из-за моего ли это отца, губернатора. /:-( #TeamFollowBack
409568323072839680	Полагаю, это всё-таки вытащит меня на самый верх твоей стопки бумаг. :-( #FF #FOLLOW
409570438730117120	Обычно подается к завтраку. =( #InstantFollowback
409571921739935744	Статистика ливинтернет принебрегает хипстерней( #sbsum
409574548292395008	Я просто не думаю, их головы в нем. =( #INSTANTFOLLOWBACK
409575557202841601	Расплачусь блин если они не попадут в тройку лидеров:( #mtvstars 30 Seconds To Mars
409576897333305344	#Лента ,кому-нибудь в тви,ответил #ДжаредЛето ??((
409577455905546240	RT @djina_mars: #Лента ,кому-нибудь в тви,ответил #ДжаредЛето ??((
409578754936422400	Я - есть... Ты - есть... А нас - нет...Парадокс..(( #AutoFollowBack
409578873446490112	почти конец лета :( что-то время прошло так быстро,хотя шло так медленно.. #TEAMFOLLOWBACK
409581235837497344	не могу поверить что сегодня последний концерт(((( жаль что я так и не смогла попасть на концерт #BelieveTourMemories
409582821028925440	Мне ни кто не пишет :( ни кому я не нужна #безысходность
409582863953432577	Сначала говорит одно, потом планы меняются:-( а я не могу так быстро подстраиваться под ее планы #печаль
409583764621115392	@_OOO_OOO__ мы надеемся что это так  #mtvstars One Direction
409587365003669504	RT @_OOO_OOO__: фваипиф #mtvstars One Direction
409588780874473474	Я уже говорил со своим адвокатом. :~( #TEAMFOLLOWBACK
409589724433489920	Всё очень сложно....( #mtvstars One Direction
409590510068572160	Скоро спортивные соревнования, так что я решила покороче подстричься. :-( #RU_FF
409590706840559616	Уезжаем на соревнования . Больше не вернемся в отель :(( Не хочу уезжать вообще . I will miss you #Litva #Klaipeda #trip
409590894237450240	Возможно, он был в глубокой депрессии. =( #follow
409604313791860736	почему нам на конкурсе не сделали такой звук?((( #жизньболь
409607741884227584	Ладно, ступай, помогай с цветами, а я закончу тут уборку. /:-( #FF
409610097015275521	На стриме вайп.   НО КАК ЖЕ МОЙ АНГЕЛ СЭТ, И СЕМКА ХП?:((((   #обидаобидная
409612755335790592	Посмотри, что тебе покажут сегодня во сне. :~( #TEAMFOLLOWBACK
409613908157030401	Я перебрался на эту станцию после чистки. =( #FF
409614141859823616	Я так не хочу в Москву,а надо(( факинг работа. #ВзаимныйФолловинг
409615521735131136	У меня для тебя есть великолепный номер. /:-( #TeamFollowBack
409623277007433728	Слабенький пилот у #MobCity получился. Отличные актеры, но завязки как таковой я не увидел, одни декорации. Посмотрим что будет дальше:(
409624373968920576	Кто-нибудь мог вам что-то сказать. /:-( #ff
409625971185037312	-как ты?-...отлично..-а что с голосом?-..всё отлично!...-мы ещё вместе?-..мы только рядом.( #ЧитайМеняАяТебя
409627173017116672	Ещё немного #ностальгия . :((( #алкаши #вручение #дипломов #курсанты #добро http://t.co/P4W38KjX94
409631905072807936	SOML четвёртые в хитпараде на mtv( #ДирекшионерФолловьДирекшионера
409633470215122944	#ГероиНашегоВремени #Vladivostok http://t.co/EkKDd0nfZG Вопрос: Нет друзей, хотя очень открытая((( в этом вся и беда
409637573460783104	RT @summeeeerrrrr: подивилась #TheBlingRing , захотілось тусити так як вони( http://t.co/R72BIPR9Mq
409643647999549440	#HappyBirthdayNickiMinajFromRussia Мы ещё даже не Российских :(
409645061555884032	дурацкий день :( третим в лишним всегда быть неловко :( #обидка
409645062318850049	Если бы это был только сифилис, ему бы не стало хуже. :_( #TeamFollowback
409646181158232064	Небо плачет дождём,а я плачу о нём.....=,( #TEAMFOLLOWBACK
409648501979484160	Спасибо #spartak ! Уходим довольные на перерыв, эх, теперь до марта ждать ;(
409649771935449088	Джастин , эх Белив Тур закончился жаааль :( #mtvstars Justin Bieber
409650379371315200	RT @AimPara: Юля меня проигнорила:( #mtvstars 30 Seconds To Mars
409650465899413504	#HappyBirthdayIanFromRussia пропали из мировых(
409652986106109952	Великие тайны великих людей - Шоқан Уалиханов / #dkz_история #ВТВЛ #Кастеев  / Продолжительность: ~50 минут ( http://t.co/4LCuszLlLo
409654216459046912	RT @justmagiclife: ээээээх :(  #mtvstars 30 Seconds To Mars
409654828445335552	@Liza_Skob уже??? блииииин(((  #mtvstars One Direction
409656622625988608	наешл великое фото очешуенного ксавье но у меня лимит на фото (( #HappyBirthdayNickiMinajFromCIS
409657107705638912	#HappyBirthdayNickiMinajFromRussia мы ушли с мировых(( но все равно читайте меня. хаха а я вас буду
409744504363950080	RT @DO_OR_PIE_: #эшелонумри #кешаумри #КешаНашаГордость #КешаНасосала фанатики кеши, прочтите. Специально для вас. http://t.co/olWswFCMen
409749903473008641	Ну вот, на ""Ленине"" отыгрались... эуропейцы, ёпта... :((((( #майдан
409750448066035713	RT @ibunbieber: Наш малыш упал на лестницу и повредил легкие :( #BelieveTourMemories
409751142650769408	#Братцраспались как жить после этого?((((
409753832911298560	@grettulja Heute war echt #geiler Tag mit #Dir !!❤☺ Leider ist катя weg! :( @wannafunk13 Грета и Я скучаем!❤❤❤ Я думаю, что это правильно!
409754206581444608	Кто-то тут явно лишний!!!(( #биатлон #друзья #ЛюблюНорвегию http://t.co/jaPasaW3s4
409756681258942464	Начитался описаний по #iPhone 3Gs, чего то у меня пропало желание его покупать ;(
409758003987222528	Жалко нормальных киевлян,которые вынуждены терпеть #евроДаунизм,оранж-придурков и смотреть на разрушения в родном для них городе((
409758237735813121	Всі новони про #євромайдан А я ще не разу там не була(
409759880241623040	Дорогой, пусть сделают тест. :~( #INSTANTFOLLOWBACK #FF_RU
409760795862769664	@RussNYC #этороссиядетка...Мизулина - эта фамилия уже нарицательна :( и таких в ГосДурке немало :( из серии - аморальные клоуны щедрого ВВП
409761806404440064	Надо сказать, это было не легко. :~( #FF #FOLLOW
409763693300572160	@AnnaGermanLove: Когда Юльчито болеет.она сама несвоя#не узнаю своего бро:(
409769381347217408	В ожидании последней серии #отбросов ;(((
409769515329667072	походу пересмотрела #БитвуЭкстрасенсов...на каждый шорох - оборачиваюсь, всего шугаюсь...бррр( сплю ТОЛЬКО с кошкой!!!
409773204639846400	RT @CIO_Optimal: Прошу максимальный #RT !!!!! Этот деятель мошенник, обманывает людей http://t.co/yxkQEDyDw8
409775868295540737	Я даже сейчас плачу над КОПом Днепра(( я слишком сентиментальна( #квн
409776863687757824	RT @sergei521: В СБУ читать умеют ?Пусть конституцию возьмут и найдут ответ кто в Украине есть власть!  ( #Євромайдан live at http://t.co/c…
409778027740934146	а мы всё ниже и ниже в актуальных темах :( #HappyBirthdayIanfromRussia
409829668926140416	Но ты пропустил отличный ужин. /:-( #TeamFollowBack
409829676157128704	К тому же из всех моих картин об этой у меня больше всего сведений. :_( #TeamFollowback
409830637541945344	Сначала я скажу вам то, что вы, наверное, уже знаете. /:-( #ff #follow
409831375181991937	RT @rirenuhiryb: Ну зашибись, #iRiver T9 с сентября лежал в сумке, разрядился и отказывается заряжаться. Даже от более мощного БП :(.
409832863643615232	Любой другой врач поступил бы точно так же. :_( #FOLLOWBACK
409833501957955585	Вы можете делать с ним всё что захотите. =( #ff #follow
409833646271369216	Некоторые шахты просто неэкономичны. :~( #TEAMFOLLOWBACK
409835139276214272	Как же я не хочу чтобы уходил этот год...В нем было столько хорошего...В нем был он((( #FOLLOW
409836754015756288	Я не сказала ему, что это ты. /:-( #ff #follow
409837013928398849	Ничего такого, с чем не смогла бы справиться. =( #FF
409838716400578560	ведь они привыкли, что я такая сильная #оля :( #журавлики
409840769160069120	Если радио будет мощное, думаю, мы сможем и это. =( #TeamFollowback
409841158458966016	все плохо, короче говоря ((( QT @ejednevnik: #Евромайдан ставит вопрос ребром http://t.co/xyp4UjOFE5 #Украина
409841473337565184	Заплатил уличному хулигану, чтобы добыть твой бумажник с правами. :_( #FOLLOW
409842412316807168	я уже говорил, что у нас лето началось? а вот фик всем! сегодня с машины полуметровый сугроб смел :( #weather
409842886101172224	RT @VikaRussian2013: @KateMokerova ммм. У меня пока только 1-ый. Хотела поставить на зп эту фотку, но мне выдал стандартный рисунок(( #Фак …
409844119851532288	Ужасное настроение все старания псу под хвост( #rufollowback
409844378363260928	RT @yjyfyxa: Поцелуй меня в зад, уродина. :_( #FF
409845195023597568	Вот обрадовалась выходные! Думаю погуляем на славу! Но блин родители затеяли ехать на дачу!:( ненавижу #ездить на дачу! #статусы #ЧитайМеня
409845505686913024	Они отличные, странные. /:-( #TEAMFOLLOWBACK
409847137740914688	Это наша лаборатория. :_( #INSTANTFOLLOWBACK
409847655888461824	Но этот маньяк поступил иначе. =( #follow
409850442357964800	принципы часто делают человека несчастным...=( #RU_FF
409851710379950080	#Измена и лож... Слезы и боль... Любовь и ненависть( тяжело... #статусы #ЧитайМеняАяТебя
409854192505737216	гребанная простуда:( #звездочка #простуда #боль #достало
409879605248790528	|На физике читаю ""палату #6 "" и похуй что новая тема:|||
409879643593134080	(Обсуждаем новость о том, что призывники теперь должны будут стричься&amp;#8230;
409882244485218305	Зима пришла ( #новороссийск #абраудюрсо @ Абрау-Дюрсо http://t.co/gI01aHDAvG
409882674795667458	Ааааааа осталось 7% зарядки :((((( #нужназарядка
409885234524852224	#750079Мысли вслух, хочу купить у них куртку и штаны, нечто вроде Американского военторга,   ( :( если получится, отоварю
409886414512615424	Ууу, с утра и с понедельника столько дел :( #печаль
409887107293794305	Как же мне без тебя 9 дней..( #тупоерасстояние
409891190537220096	RT @kytefyfukoq: #750079Мысли вслух, хочу купить у них куртку и штаны, нечто вроде Американского военторга,   ( :( если получится, отоварю
409893162761879552	RT @juli_kornel: #MusicMondays пожалуйста, не заканчивайтесь ;(
409894049915490304	хочу уехать из этого города и поскорее( http://t.co/b5uGiAIfOk #Justin Bieber
409898159721431040	Надеюсь, что я сегодня вообще куда-то уеду!( #пробки #москва #этонорма #настроениеноль #музыкаспасает http://t.co/b7lILIFkmu
409901093770911745	#животное А Путину всего лишь 61. Еще столько ждать((
409901780718198784	#виды искусства Мне понравилось видео ""HOW TO LOOK LIKE MEGAN FOX!!!! MAKEUP TRANSFORMATION!"" (
409903018956836864	Блин так обидно...лучшая подруга щас с парнем....а я одна и мне даже не с кем поделится...( #FOLLOW
409903202201374720	Хммм... Скайп гээд жүүсий чэн хөөрхийм бээн, дажгүүм бээн гээл уугаадэдэг бсан чэн #Хог байсийм бжэээээ :(
409903586316132353	Не хочу, не хочу, не хочу на пары!!:(  #хнык #кроватка #одеялко #тепло #уют #эхх
409903587955703808	Из министерства культуры уволен еще один культурный ,интеллигентный человек -Юлия Зазулина:( #москва
409917906559184896	А мне так никто и не скажет : "" Любимая, с днем рождения!""(( #TEAMFOLLOWBACK
409919349906882560	Лешка трубку не берёт( #сколькоспатьтоможно
409920847864795136	Бараг анх удөа өрхийн эмнэлэгтээ үзүүлэхээр очлоо, өнөөдөр. #Бүткүүүэээ...:-(
409925577563701248	Мы почти уехали( #car #russiandriver #sad #авария #гореводитель #санычлалка #машина http://t.co/x8gp7aonOI
409927811768795136	Ездить в этих мерзких маршрутках без наушников-УЖАСНО!!! #потеряла(
409928429241655296	Ну вот и свершилось! Первый раз за эту зиму упала( горе и печаль( #зима #гололед
409929491033915392	Осталось две пары.. #зачет по психологии начинает напрягать ((
409931320903884800	RT @DO_OR_PIE_: #эшелонумри #кешаумри #КешаНашаГордость #КешаНасосала фанатики кеши, прочтите. Специально для вас. http://t.co/olWswFCMen
409933629716836352	""#БЛИЗНЕЦЫ #гороскоп Пришла пора реализовать все свои планы! Не стоит откладывать их на потом!Действуйте!"" Оооббоо нужно учить стихи ((((
409933882885038080	#ДеньГероевОтечества жаль, что день рабочий(
409934094336684032	ВОЛШЕБНЫЕ 20 МИНУТ.надо бы поесть....НО ЕДЫ НЕТ о_О #HappyBirthdayTreCool
409934383303233536	БЕСИТ, когда моя вторая половинка не хочет делать мне миньет , сваливая все на кариес ((( http://t.co/t8RmxIdIev #подслушано
409935825078857728	Незабудем непростим #євромайдан  вы,холопьё,трупы:-!в прямом смысле:-!все рождённые не в СССР будут отхолохощены:-! http://t.co/QlKDtuyAEv
409940739330543616	#глаза Мне понравилось видео """"Call Me Maybe"" League of Legends Parody"" ( пользователя
409941863429206016	#ДеньГероевОтечества жаль, что день рабочий(
409945407494828032	напомните мне, пожалуйста, больше никогда не удалять зубы мудрости. АХ ДА ЕЩЕ ОДИН ТАКОЙ ЖЕ ЧЕРЕЗ ДВА МЕСЯЦА ГРЯДЕТ. :((( #машахомяк
409948601100828672	Я всегда знаю чуть больше, чем ты можешь предположить. ( Дмитрий&amp;#8230;
409966587567804416	#НовостиЗлатоуста Браконьеры убили лося :( http://t.co/vP2LxVbUW9
409966942288506880	Выбрал на #Amazon классный факс.Но доставка в полтора раза дороже его самого (( как же притащить его недорого, 13фунтов
409968716634279938	так сильно захотел шоколадку, что аж полка обвалилась((#янеуклюжий
409971353228701696	RT @DO_OR_PIE_: #эшелонумри #кешаумри #КешаНашаГордость #КешаНасосала фанатики кеши, прочтите. Специально для вас. http://t.co/olWswFCMen
409972838431744000	Почему мы так устроены: если #имеем, то не ценим, а если теряем, то жалеем( #статусы #НочнойПиар
409973613149048832	второй день пытаюсь купить сушилку (((#нояверюкуплю#вобщагебезнееневмоготууже
409973656895627264	последний, а я так привыкла к ним ;(( #musicmodays
409975350991785984	Оказывается, в #iOS 7 есть встроенный анти-определитель номера о_О А некоторые для этого используют специальную услугу оператора.
409977496738996224	Увидел фото золотого митсубиши в #Хабаровск и расстроился..( #авто #кхвавто
409979757057835008	Продолжая тему #982501: поднял mrimpy ( пригла
409979803362930688	RT @Ksenyamalischev: Скорее бы Олежа пришел!!! Так плохо  без него;( люблюююююю его!!! #воспоминаниямучают http://t.co/oubN25IGuI
409980932251066368	бля, на завтра опять так много домашки:( #заебалашкола
409981391049596928	пипл парсит выдачу здесь был r@mire( #тараспетриненко
409981877047799808	Сегодня Киев стоял, #пробки 10 из 10.  #Снегопад, а обслуживающая техника так и не выехала. Киев еще не готов к зиме((
409983419339538432	RT @BudkoNika: Если мы не выйграем....... Я буду рыдать(((  #mtvstars Justin Bieber
409986167808229376	вот общались полтора месяца днями и ночами.. а тут бац и перестали.. что произошло не понимаю =( #SLEDUI
409986508591202304	#RT @alya__storm С годами косметичка превращается в аптечку(
409990578806751232	@Yarkot76, #ff_ru Казалось, счастье-еду домой, но бля! Я уже скучаю по универу :(
409991146371559424	На подходе к Банковой по громкой связи объявляют о закрытии, причину понять не могу( прохожие тоже не понимают. #євромайдан #евромайдан
409992313834721280	Если #євромайдан закончится ничем, будет у нас свой ""Бацька"" на долгие лета((
410000061595000833	Пересадочные станции метро перекрыты. Ох, боюсь будут сегодня разгонять( #євромайдан
410015324541812737	Зашита проекта#музыка#торт#такленьучить((( http://t.co/NQP0iVwS8a
410018292678787072	""@NastyaKov: #SochiTheBest без is, ну ок хорошо хоть с the"" Вечные проблемы(
410019573157462016	@kto_to__tam  ага :сно честно говоря,мне обиднее всего,что Элл в группе практически не поет,у него ведь такой классный голос:( #перевелатему
410019617504235520	Интерфейс не показали :( RT @sk_ru: #WayRay от @vitaliy_p способно расширить рамки привычных представлений о вождении http://t.co/0WPNYl2qEK
410023703900991488	Монгол HD тв-ээр сонгуулийн санал авах машинаар хэрхэн луйвар хийдэг тухай кино гарч бна даа ;-( #Сонирхолтой RT
410024203656519681	#Хам хочет как обычно кинуть весь народ! Хочет показать свою ""силу"" (( Ему нужны не люди, а рабы для их заводов, не более (( #євромайдан
410024907548794882	RT @suhbold: Монгол HD тв-ээр сонгуулийн санал авах машинаар хэрхэн луйвар хийдэг тухай кино гарч бна даа ;-( #Сонирхолтой RT
410032826134716416	Это такая дилемма - смотреть 6 сезон Сплетницы в мерзкой любительской озвучке или в оригинале :( #жизньтлен
410038245922066433	Апрельская стрельба в #Белгород­е вошла в десятку самых популярных запросов о событиях в Яндексе: https://t.co/CMLSiSKEs7 Ну и слава у нас:(
410038372715884544	Множим сущее без необходимости( #такиживем #бритваоккама
410040074609639424	Самое ужасное состояние, это когда ты #еле-еле сдерживаешь слёзы,но при этом вынуждена улыбаться...  :( #ВзаимныеЛюди
410041728985350144	Ужасно когда единственный человек которому ты все рассказываешь и не врешь , обвиняет тебя во лжи и не договаривание :( #грусть #печаль
410041999094337537	Ну и классическое наебалово с картой( #лента #Ярославль http://t.co/hCZIHImLqI
410043297650864130	#вынеповерите #убейтеменя #какямог Я удалила #nyan #cat :С Заебало :(
410044884460900352	сижу сегодня на географии, конкурку потеряла:( училка говорит всё, я 2 ставлю, а максим такой: ""Не ставьте ей она же такая няшка"" #Лол
410046378035789826	#50фактовобомне 30. На нг у нас не будет ёлки :(
410050631114960896	RT @podushentsiya: Я потеряла совй IPhone 5G :( #потеряпотерь
410054132167241728	Теперь и во #Львов е МУСОРА?... ( http://t.co/xQdx6GUtOO с помощью @ukrpravda_news #євромайдан
410054354021154816	Из рабочей группы только пара человек отвечает на мои милые сообщения. Я обиделась. ( #шсв #рабочаягруппа
410056613798891520	Что-то я не втыкаю во все эти разговоры про железные дороги якутии :( и вообще я хочу быть дальнобойщиком в Америке #мечты
410061062646812672	#ЯПомощникПрезидента  рядом сидит не очень культурная женщина,и так смачно ест яблоко!!!а я с утра не ела!!!!((((
410064437715148800	Посылка с #amazon уже неделю в Нью-Джерси. Видимо,мои #emuaustralia приедут ко мне в конце зимы :(
410065919315300352	RT @igorg1975: Это идиотизм, бред и маразм((((“@evgenyrekhter: Это Россия, детка... #ДваТвитаРядом http://t.co/ue3qiWlCiF”
410068984688816128	Я в последнее время так полюбила Робби Кея, что когда он уйдет, я буду очень горько плакать :( мне там уже никто почти неинтересен #OUAT
410069026816417792	Только ты и я...но теперь мы по-отдельности...=( #TEAMFOLLOWBACK
410069382963159040	♥Люблю своего друга, а он ЛЮБИТ ""ЕЁ""((((Это больно,но я переживу!Мы ведь Лучшие Друзья,мля! #SLEDUI
410073854435135488	не могу даже рекламу #Хатико смотреть,реву(
410075039976148992	Работа #Мегафон в Призме, Новое Девяткино. Позор если честно( http://t.co/FHWm25xF7Y
410075325025247233	Ну и там же, в другом конце супермаркета( #Мегафон позор номер два( http://t.co/dyMGap490D
410075325511786496	Няшка-племяшка моя! Соскучилась( #my #niece #nice #girl http://t.co/mqmYYwxMkU
410077295286964225	Тупо взял и послал меня нах=(я весь вечер прорыдала.. А он прогулял с друзьями... И это любовь? #статусы #SuperRetweet
410077737991569408	совершенно удивительное явление, сегодня я жду Олю, а не наоборот, boring(( #me #waiting #sadness @… http://t.co/P19s3WQKJO
410079664854413312	#утро  добрым не бывает если надо  прощаться с кроваткой :((
410085106771300352	он разлюбил меня..а я только сейчас поняла что нужен мне только он!! =( что делать??( #TEAMFOLLOWBACK
410086831581970432	Пропустил #cassandraconf :( Но зато очень крутой рабочий день... до сих пор продолжается...
410089970867531776	В #Google #Crome появилась реклама. =((((
410119433290792960	Походу мы не будем отмечать НГ с классом!:( #нормваще
410120967252226048	#RT @yjyfyxa : Я не знаю в точности, как они называются. =( #AutoFollowBack
410121539015553025	горлышко болиит :( #ибонехуйходитьбезшапки
410123340913733632	Это конец: все мысли о проводках и счетах, как раскидать остаток средств, чтобы сошелся баланс и прочие фин.операции(  #дожитьбыдо30ого
410123423890046976	RT @Im_Ksyusha__: Поговорила с любимым и можно жить дальше:3 только ему там тяжело:( а я блин тут:( #почемуТак #КнемуХочу
410127367722786816	Анонс #niikuda предлагает ""закутаться в уютный клетчатый плед"" (
410127582764339200	Досмотрел вчера #kvn, понял почему команда #25aya вылетели в этот раз. Просто они куда-то задевали рыженькую девочку :(
410130033580445696	Вчера мне стало очень грустно. С экранов телевизоров пропал Жириновский( Помним. Любим. Ржем. #SLEDUI
410133431637389312	Не удивлюсь,если прокуратура обвинит Яценюка в работе на ЦРУ,а на украденных серверах найдут планы стать императором Украины(((#євромайдан
410134014083993601	Ну и где новое приложение #vkontakte для iOS? :(
410134756345405440	Женский фитнес-клуб «Лиана» (   предлагает своим клиенткам уникальную карту – «Фитнес-безлимит»!  /  / АКЦИЯ&amp;amp;#33...
410137192670191616	Хотела с ним поговорить,а он со мной не говорит((бряк((((#ктовтеметотпоймет#пинкиибрэйн
410137360371048449	#Misfits #Отбросы / Вот тебе и подарочек на День рождения( / 
410137631825993728	#Noize нет сегодня в #ВечернийУргант, жду пятницы( Зато Сплин:3
410137634984710144	А знаете что? Вот щас пойду и буду валятся в снегу!!! А что?? Последние дни со снегом!((( #AutoFollowBack
410140114975993857	Вот дьявол!никак не могу дочитать книгу-вот какой график.свободное время в промежутке с 2.00-3.00.вот и приходится портить зрение #;(
410140906814464002	Блиин..так жалко..((..Хотела сегодня балетки обуть, нет же..целую неделю #солнышко светило, а сегодня дождь с утра..((( #ЗафолловьМеня
410141567614087168	Больше всего в #Ростелеком меня раздражает ""сайт"": похож на дипломную работу выпусника школы... хрен чего поймешь и хрен что найдешь((( рррр
410144596614971393	Последние серии....грустно,что #оттепель заканчивается завтра(((
410274854856695810	Плюс адын Аффтар аццкей соттона превед /:-( #FF #FOLLOW
410274855141900289	Завтра асилю откуда спиздил креатиф? эти шышки меня хорошо фштырыли :~( #INSTANTFOLLOWBACK #FF_RU
410277441077518336	RT @still_alive3: бляяять вот это погода! Одессу заметает! Ужасный ветер :( #метелица
410279750272569344	А старое приложение больше не поддерживается... И без приложений я не смогу, я буду вечно что-то забывать( #мультфильмы
410280279635660800	Доктор+ #педики и хамло. Тупо послали, хотя ранее по этому направлению уже обслуживали. И послали невежливо ((
410280480161161216	Опять осень,только вот уже обнимаю не того кто был так дорог... :( #SLEDUI
410283333319262210	@112by ок. #Свислочь опять #самогон пила ((
410289836231512064	Дождь закончился... Придется ехать теперь((( #ЯВАХУЕ
410290168558788608	RT @vygymajeqiko: Клиент #radiot совершенно не дружит с maximus на eeepc — не может развернуться  из трея :(
